Lstep Test instances1,Lstep Patlist1,Hstep Test Instances (TTRed),Hstep Patlist (TTRed)
cache_dis_ttrm_0124_maxmax_1443467_0201,cache_dis_full_012424_list,cache_dis_ttrm_0124_minmin_1253000_0603,cache_dis_full_012424_list
cache_dis_ttrm_0124_maxmax_1503600_0602,cache_dis_full_012424_list,cache_dis_ttrm_0124_minmin_1253000_1221,cache_dis_full_012424_list
cache_dis_ttrm_0124_maxmax_1503600_0702,cache_dis_full_012424_list,cache_dis_ttrm_0124_minmin_1253000_1621,cache_dis_full_012424_list
cache_dis_ttrm_0124_maxmax_1583800_0201,cache_dis_full_012424_list,cache_dis_ttrm_0124_minmin_1283067_0603,cache_dis_full_012424_list
cache_dis_ttrm_0124_minmin_1062533_1206,cache_dis_full_012424_list,cache_dis_ttrm_0124_minmin_1283067_0811,cache_dis_full_012424_list
cache_dis_ttrm_0124_minmin_1062533_1426,cache_dis_full_012424_list,cache_dis_ttrm_0124_minmin_1283067_1011,cache_dis_full_012424_list
cache_dis_ttrm_0124_minmin_1062533_1926,cache_dis_full_012424_list,cache_dis_ttrm_0124_minmin_1283067_1016,cache_dis_full_012424_list
cache_dis_ttrm_0124_minmin_1112667_1005,cache_dis_full_012424_list,cache_dis_ttrm_0124_minmin_1283067_1316,cache_dis_full_012424_list
cache_dis_ttrm_0124_minmin_1112667_1221,cache_dis_full_012424_list,cache_dis_ttrm_0124_minmin_1333200_0402,cache_dis_full_012424_list
cache_dis_ttrm_0124_minmin_1112667_1621,cache_dis_full_012424_list,cache_dis_ttrm_0124_minmin_1333200_0606,cache_dis_full_012424_list
cache_dis_ttrm_0124_minmin_1172800_0424,cache_dis_full_012424_list,cache_dis_ttrm_0124_minmin_1333200_0706,cache_dis_full_012424_list
cache_dis_ttrm_0124_minmin_1172800_0804,cache_dis_full_012424_list,cache_dis_ttrm_0124_minmin_1333200_0811,cache_dis_full_012424_list
cache_dis_ttrm_0124_minmin_1172800_1016,cache_dis_full_012424_list,cache_dis_ttrm_0124_minmin_1333200_1011,cache_dis_full_012424_list
cache_dis_ttrm_0124_minmin_1172800_1221,cache_dis_full_012424_list,cache_dis_ttrm_0124_minmin_1333200_1016,cache_dis_full_012424_list
cache_dis_ttrm_0124_minmin_1172800_1316,cache_dis_full_012424_list,cache_dis_ttrm_0124_minmin_1333200_1316,cache_dis_full_012424_list
cache_dis_ttrm_0124_minmin_1172800_1621,cache_dis_full_012424_list,cache_dis_ttrm_0124_minmin_1393333_0606,cache_dis_full_012424_list
cache_dis_ttrm_0124_minmin_1253000_0603,cache_dis_full_012424_list,cache_dis_ttrm_0124_minmin_1393333_0706,cache_dis_full_012424_list
cache_dis_ttrm_0124_minmin_1253000_1221,cache_dis_full_012424_list,cache_dis_ttrm_0124_minmin_1423400_0201,cache_dis_full_012424_list
cache_dis_ttrm_0124_minmin_1253000_1621,cache_dis_full_012424_list,cache_dis_ttrm_0124_minmin_1423400_0811,cache_dis_full_012424_list
cache_dis_ttrm_0124_minmin_1283067_0603,cache_dis_full_012424_list,cache_dis_ttrm_0124_minmin_1423400_1011,cache_dis_full_012424_list
cache_dis_ttrm_0124_minmin_1283067_0811,cache_dis_full_012424_list,cache_dis_ttrm_0124_minmin_1443467_0201,cache_dis_full_012424_list
cache_dis_ttrm_0124_minmin_1283067_1011,cache_dis_full_012424_list,cache_dis_ttrm_0124_minmin_1503600_0606,cache_dis_full_012424_list
cache_dis_ttrm_0124_minmin_1283067_1016,cache_dis_full_012424_list,cache_dis_ttrm_0124_minmin_1503600_0706,cache_dis_full_012424_list
cache_dis_ttrm_0124_minmin_1283067_1316,cache_dis_full_012424_list,cache_dis_ttrm_0124_minmin_1583800_0201,cache_dis_full_012424_list
cache_dis_ttrm_0124_minmin_1333200_0402,cache_dis_full_012424_list,cache_pbist_fmax_search_120mV,st_pbist_fmax_014242_list
cache_dis_ttrm_0124_minmin_1333200_0606,cache_dis_full_012424_list,cmb_xt_leak_hi_sktN_psc_catlkg,leakage_012424_list
cache_dis_ttrm_0124_minmin_1333200_0706,cache_dis_full_012424_list,cmb_xt_leak_hi_sktN_psc_catlkg,leakage_012424_list
cache_dis_ttrm_0124_minmin_1333200_0811,cache_dis_full_012424_list,cmb_xt_leak_hi_sktN_psc_catlkg_Dmix,leakage_012424_list
cache_dis_ttrm_0124_minmin_1333200_1011,cache_dis_full_012424_list,cmb_xt_leak_hi_sktN_psc_catlkg_Dmix,leakage_012424_list
cache_dis_ttrm_0124_minmin_1333200_1016,cache_dis_full_012424_list,cmb_xt_leak_hi_sktT_psc_catlkg,leakage_012424_list
cache_dis_ttrm_0124_minmin_1333200_1316,cache_dis_full_012424_list,cmb_xt_leak_hi_sktT_psc_catlkg,leakage_012424_list
cache_dis_ttrm_0124_minmin_1393333_0201,cache_dis_full_012424_list,cmb_xt_leak_hi_sktT_psc_catlkg_Dmix,leakage_012424_list
cache_dis_ttrm_0124_minmin_1393333_0606,cache_dis_full_012424_list,cmb_xt_leak_hi_sktT_psc_catlkg_Dmix,leakage_012424_list
cache_dis_ttrm_0124_minmin_1393333_0706,cache_dis_full_012424_list,cmb_xt_leak_lo_sktN_psc_catlkg,leakage_012424_list
cache_dis_ttrm_0124_minmin_1423400_0201,cache_dis_full_012424_list,cmb_xt_leak_lo_sktN_psc_catlkg,leakage_012424_list
cache_dis_ttrm_0124_minmin_1423400_0811,cache_dis_full_012424_list,cmb_xt_leak_lo_sktN_psc_catlkg_Dmix,leakage_012424_list
cache_dis_ttrm_0124_minmin_1423400_1011,cache_dis_full_012424_list,cmb_xt_leak_lo_sktN_psc_catlkg_Dmix,leakage_012424_list
cache_dis_ttrm_0124_minmin_1443467_0201,cache_dis_full_012424_list,cmb_xt_leak_lo_sktT_psc_catlkg,leakage_012424_list
cache_dis_ttrm_0124_minmin_1503600_0606,cache_dis_full_012424_list,cmb_xt_leak_lo_sktT_psc_catlkg,leakage_012424_list
cache_dis_ttrm_0124_minmin_1503600_0706,cache_dis_full_012424_list,cmb_xt_leak_lo_sktT_psc_catlkg_Dmix,leakage_012424_list
cache_dis_ttrm_0124_minmin_1583800_0201,cache_dis_full_012424_list,cmb_xt_leak_lo_sktT_psc_catlkg_Dmix,leakage_012424_list
cache_pbist_fmax_search_120mV,st_pbist_fmax_014242_list,cpuid_0140_nom_ff,st_cpuid_014040_list
cmb_xt_leak_hi_sktN_psc_catlkg,leakage_012424_list,cpuid_0140_nom_ttrm,st_cpuid_014040_list
cmb_xt_leak_hi_sktN_psc_catlkg,leakage_012424_list,cs_sbft_screen_1Ghz_1V,st_csescreen_sbf_014040_list
cmb_xt_leak_hi_sktN_psc_catlkg_Dmix,leakage_012424_list,cs_scan_screen_1Ghz_1V,st_csescreen_scn_014040_list
cmb_xt_leak_hi_sktN_psc_catlkg_Dmix,leakage_012424_list,csescreen_014444_nomnom,ft_csescreen_014444_list
cmb_xt_leak_hi_sktT_psc_catlkg,leakage_012424_list,csescreen_sigoff_014444_nomnom,ft_csescreen_sigoff_014444_list
cmb_xt_leak_hi_sktT_psc_catlkg,leakage_012424_list,dat_fafi_0124_maxmax_1062533_0606,cache_dat_full_012424_list
cmb_xt_leak_hi_sktT_psc_catlkg_Dmix,leakage_012424_list,dat_fafi_0124_maxmax_1062533_0706,cache_dat_full_012424_list
cmb_xt_leak_hi_sktT_psc_catlkg_Dmix,leakage_012424_list,dat_fafi_0124_maxmax_1172800_0206,cache_dat_full_012424_list
cmb_xt_leak_lo_sktN_psc_catlkg,leakage_012424_list,dat_fafi_0124_maxmax_1172800_0404,cache_dat_full_012424_list
cmb_xt_leak_lo_sktN_psc_catlkg,leakage_012424_list,dat_fafi_0124_minmin_1062533_0606,cache_dat_full_012424_list
cmb_xt_leak_lo_sktN_psc_catlkg_Dmix,leakage_012424_list,dat_fafi_0124_minmin_1062533_0726,cache_dat_full_012424_list
cmb_xt_leak_lo_sktN_psc_catlkg_Dmix,leakage_012424_list,dat_fafi_0124_minmin_1172800_0224,cache_dat_full_012424_list
cmb_xt_leak_lo_sktT_psc_catlkg,leakage_012424_list,dat_fafi_0124_minmin_1172800_0404,cache_dat_full_012424_list
cmb_xt_leak_lo_sktT_psc_catlkg,leakage_012424_list,dat_full_gv_cold_0124_vccmin_1172800_0202,cache_dat_gvvcc_012424_list
cmb_xt_leak_lo_sktT_psc_catlkg_Dmix,leakage_012424_list,dat_full_gv_cold_0124_vccmin_1172800_0207,cache_dat_gvvcc_012424_list
cmb_xt_leak_lo_sktT_psc_catlkg_Dmix,leakage_012424_list,dat_full_gv_cold_0124_vccmin_1172800_0212,cache_dat_gvvcc_012424_list
cpuid_0140_nom_ff,st_cpuid_013636_list,dat_full_gv_cold_0124_vccmin_1172800_0217,cache_dat_gvvcc_012424_list
cpuid_0140_nom_ttrm,st_cpuid_013636_list,dat_full_gv_cold_0124_vccmin_1172800_0222,cache_dat_gvvcc_012424_list
cs_sbft_screen_1Ghz_1V,st_csescreen_sbf_014040_list,dat_full_gv_cold_0124_vccmin_1172800_0225,cache_dat_gvvcc_012424_list
cs_scan_screen_1Ghz_1V,st_csescreen_scn_014040_list,dat_full_gv_cold_0124_vccmin_781867_0202,cache_dat_gvvcc_012424_list
csescreen_014444_nomnom,ft_csescreen_014444_list,dat_full_gv_cold_0124_vccmin_781867_0207,cache_dat_gvvcc_012424_list
csescreen_sigoff_014444_nomnom,ft_csescreen_sigoff_014444_list,dat_full_gv_cold_0124_vccmin_781867_0212,cache_dat_gvvcc_012424_list
dat_fafi_0124_maxmax_1062533_0606,cache_dat_full_012424_list,dat_full_gv_cold_0124_vccmin_781867_0217,cache_dat_gvvcc_012424_list
dat_fafi_0124_maxmax_1062533_0706,cache_dat_full_012424_list,dat_full_gv_cold_0124_vccmin_781867_0222,cache_dat_gvvcc_012424_list
dat_fafi_0124_maxmax_1172800_0206,cache_dat_full_012424_list,dat_full_gv_cold_0124_vccmin_781867_0227,cache_dat_gvvcc_012424_list
dat_fafi_0124_maxmax_1172800_0404,cache_dat_full_012424_list,dat_full_gv_hot_0124_vccmin_1172800_0203,cache_dat_gvvcc_012424_list
dat_fafi_0124_minmin_1062533_0606,cache_dat_full_012424_list,dat_full_gv_hot_0124_vccmin_1172800_0208,cache_dat_gvvcc_012424_list
dat_fafi_0124_minmin_1062533_0726,cache_dat_full_012424_list,dat_full_gv_hot_0124_vccmin_1172800_0213,cache_dat_gvvcc_012424_list
dat_fafi_0124_minmin_1172800_0224,cache_dat_full_012424_list,dat_full_gv_hot_0124_vccmin_1172800_0218,cache_dat_gvvcc_012424_list
dat_fafi_0124_minmin_1172800_0404,cache_dat_full_012424_list,dat_full_gv_hot_0124_vccmin_1172800_0223,cache_dat_gvvcc_012424_list
dat_full_gv_cold_0124_vccmin_1172800_0202,cache_dat_gvvcc_012424_list,dat_full_gv_hot_0124_vccmin_1172800_0226,cache_dat_gvvcc_012424_list
dat_full_gv_cold_0124_vccmin_1172800_0207,cache_dat_gvvcc_012424_list,dat_full_gv_hot_0124_vccmin_781867_0203,cache_dat_gvvcc_012424_list
dat_full_gv_cold_0124_vccmin_1172800_0212,cache_dat_gvvcc_012424_list,dat_full_gv_hot_0124_vccmin_781867_0208,cache_dat_gvvcc_012424_list
dat_full_gv_cold_0124_vccmin_1172800_0217,cache_dat_gvvcc_012424_list,dat_full_gv_hot_0124_vccmin_781867_0213,cache_dat_gvvcc_012424_list
dat_full_gv_cold_0124_vccmin_1172800_0222,cache_dat_gvvcc_012424_list,dat_full_gv_hot_0124_vccmin_781867_0218,cache_dat_gvvcc_012424_list
dat_full_gv_cold_0124_vccmin_1172800_0225,cache_dat_gvvcc_012424_list,dat_full_gv_hot_0124_vccmin_781867_0223,cache_dat_gvvcc_012424_list
dat_full_gv_cold_0124_vccmin_781867_0202,cache_dat_gvvcc_012424_list,dat_full_gv_hot_0124_vccmin_781867_0228,cache_dat_gvvcc_012424_list
dat_full_gv_cold_0124_vccmin_781867_0207,cache_dat_gvvcc_012424_list,dat_gv_cold_ttrm_0124_vccmin_1062533_0729,cache_dat_full_012424_list
dat_full_gv_cold_0124_vccmin_781867_0212,cache_dat_gvvcc_012424_list,dat_gv_cold_ttrm_0124_vccmin_1112667_0624,cache_dat_full_012424_list
dat_full_gv_cold_0124_vccmin_781867_0217,cache_dat_gvvcc_012424_list,dat_gv_cold_ttrm_0124_vccmin_1172800_0225,cache_dat_full_012424_list
dat_full_gv_cold_0124_vccmin_781867_0222,cache_dat_gvvcc_012424_list,dat_gv_cold_ttrm_0124_vccmin_1172800_0519,cache_dat_full_012424_list
dat_full_gv_cold_0124_vccmin_781867_0227,cache_dat_gvvcc_012424_list,dat_gv_cold_ttrm_0124_vccmin_1172800_0624,cache_dat_full_012424_list
dat_full_gv_hot_0124_vccmin_1172800_0203,cache_dat_gvvcc_012424_list,dat_gv_cold_ttrm_0124_vccmin_1253000_0622,cache_dat_full_012424_list
dat_full_gv_hot_0124_vccmin_1172800_0208,cache_dat_gvvcc_012424_list,dat_gv_cold_ttrm_0124_vccmin_1283067_0414,cache_dat_full_012424_list
dat_full_gv_hot_0124_vccmin_1172800_0213,cache_dat_gvvcc_012424_list,dat_gv_cold_ttrm_0124_vccmin_1283067_0519,cache_dat_full_012424_list
dat_full_gv_hot_0124_vccmin_1172800_0218,cache_dat_gvvcc_012424_list,dat_gv_cold_ttrm_0124_vccmin_1333200_0309,cache_dat_full_012424_list
dat_full_gv_hot_0124_vccmin_1172800_0223,cache_dat_gvvcc_012424_list,dat_gv_cold_ttrm_0124_vccmin_1333200_0414,cache_dat_full_012424_list
dat_full_gv_hot_0124_vccmin_1172800_0226,cache_dat_gvvcc_012424_list,dat_gv_cold_ttrm_0124_vccmin_1333200_0519,cache_dat_full_012424_list
dat_full_gv_hot_0124_vccmin_781867_0203,cache_dat_gvvcc_012424_list,dat_gv_cold_ttrm_0124_vccmin_1393333_0309,cache_dat_full_012424_list
dat_full_gv_hot_0124_vccmin_781867_0208,cache_dat_gvvcc_012424_list,dat_gv_cold_ttrm_0124_vccmin_1423400_0414,cache_dat_full_012424_list
dat_full_gv_hot_0124_vccmin_781867_0213,cache_dat_gvvcc_012424_list,dat_gv_cold_ttrm_0124_vccmin_1443467_0104,cache_dat_full_012424_list
dat_full_gv_hot_0124_vccmin_781867_0218,cache_dat_gvvcc_012424_list,dat_gv_cold_ttrm_0124_vccmin_1503600_0309,cache_dat_full_012424_list
dat_full_gv_hot_0124_vccmin_781867_0223,cache_dat_gvvcc_012424_list,dat_gv_cold_ttrm_0124_vccmin_1583800_0104,cache_dat_full_012424_list
dat_full_gv_hot_0124_vccmin_781867_0228,cache_dat_gvvcc_012424_list,dat_gv_hot_ttrm_0124_vccmin_1062533_0730,cache_dat_full_012424_list
dat_gv_cold_ttrm_0124_vccmin_1062533_0729,cache_dat_full_012424_list,dat_gv_hot_ttrm_0124_vccmin_1112667_0625,cache_dat_full_012424_list
dat_gv_cold_ttrm_0124_vccmin_1112667_0624,cache_dat_full_012424_list,dat_gv_hot_ttrm_0124_vccmin_1172800_0226,cache_dat_full_012424_list
dat_gv_cold_ttrm_0124_vccmin_1172800_0225,cache_dat_full_012424_list,dat_gv_hot_ttrm_0124_vccmin_1172800_0520,cache_dat_full_012424_list
dat_gv_cold_ttrm_0124_vccmin_1172800_0519,cache_dat_full_012424_list,dat_gv_hot_ttrm_0124_vccmin_1172800_0625,cache_dat_full_012424_list
dat_gv_cold_ttrm_0124_vccmin_1172800_0624,cache_dat_full_012424_list,dat_gv_hot_ttrm_0124_vccmin_1253000_0623,cache_dat_full_012424_list
dat_gv_cold_ttrm_0124_vccmin_1253000_0622,cache_dat_full_012424_list,dat_gv_hot_ttrm_0124_vccmin_1283067_0415,cache_dat_full_012424_list
dat_gv_cold_ttrm_0124_vccmin_1283067_0414,cache_dat_full_012424_list,dat_gv_hot_ttrm_0124_vccmin_1283067_0520,cache_dat_full_012424_list
dat_gv_cold_ttrm_0124_vccmin_1283067_0519,cache_dat_full_012424_list,dat_gv_hot_ttrm_0124_vccmin_1333200_0310,cache_dat_full_012424_list
dat_gv_cold_ttrm_0124_vccmin_1333200_0309,cache_dat_full_012424_list,dat_gv_hot_ttrm_0124_vccmin_1333200_0415,cache_dat_full_012424_list
dat_gv_cold_ttrm_0124_vccmin_1333200_0414,cache_dat_full_012424_list,dat_gv_hot_ttrm_0124_vccmin_1333200_0520,cache_dat_full_012424_list
dat_gv_cold_ttrm_0124_vccmin_1333200_0519,cache_dat_full_012424_list,dat_gv_hot_ttrm_0124_vccmin_1393333_0310,cache_dat_full_012424_list
dat_gv_cold_ttrm_0124_vccmin_1393333_0104,cache_dat_full_012424_list,dat_gv_hot_ttrm_0124_vccmin_1423400_0415,cache_dat_full_012424_list
dat_gv_cold_ttrm_0124_vccmin_1393333_0309,cache_dat_full_012424_list,dat_gv_hot_ttrm_0124_vccmin_1443467_0105,cache_dat_full_012424_list
dat_gv_cold_ttrm_0124_vccmin_1423400_0414,cache_dat_full_012424_list,dat_gv_hot_ttrm_0124_vccmin_1503600_0310,cache_dat_full_012424_list
dat_gv_cold_ttrm_0124_vccmin_1443467_0104,cache_dat_full_012424_list,dat_gv_hot_ttrm_0124_vccmin_1583800_0105,cache_dat_full_012424_list
dat_gv_cold_ttrm_0124_vccmin_1503600_0309,cache_dat_full_012424_list,dat_minfreq_0124_max,cache_dat_THR_012424_list
dat_gv_cold_ttrm_0124_vccmin_1583800_0104,cache_dat_full_012424_list,dat_minfreq_ttrm_0124_max,cache_dat_fmax_012424_list
dat_gv_hot_ttrm_0124_vccmin_1062533_0730,cache_dat_full_012424_list,dat_sbft_ff_0124_maxmax_1062533_0606,cache_dat_maxvcc_012424_list
dat_gv_hot_ttrm_0124_vccmin_1112667_0625,cache_dat_full_012424_list,dat_sbft_ff_0124_maxmax_1062533_0706,cache_dat_maxvcc_012424_list
dat_gv_hot_ttrm_0124_vccmin_1172800_0226,cache_dat_full_012424_list,dat_sbft_ff_0124_maxmax_1172800_0206,cache_dat_maxvcc_012424_list
dat_gv_hot_ttrm_0124_vccmin_1172800_0520,cache_dat_full_012424_list,dat_sbft_ff_0124_maxmax_1172800_0404,cache_dat_maxvcc_012424_list
dat_gv_hot_ttrm_0124_vccmin_1172800_0625,cache_dat_full_012424_list,dat_sbft_ff_0124_minmin_1062533_0606,cache_dat_minvcc_012424_list
dat_gv_hot_ttrm_0124_vccmin_1253000_0623,cache_dat_full_012424_list,dat_sbft_ff_0124_minmin_1062533_0726,cache_dat_minvcc_012424_list
dat_gv_hot_ttrm_0124_vccmin_1283067_0415,cache_dat_full_012424_list,dat_sbft_ff_0124_minmin_1172800_0224,cache_dat_minvcc_012424_list
dat_gv_hot_ttrm_0124_vccmin_1283067_0520,cache_dat_full_012424_list,dat_sbft_ff_0124_minmin_1172800_0404,cache_dat_minvcc_012424_list
dat_gv_hot_ttrm_0124_vccmin_1333200_0310,cache_dat_full_012424_list,dat_sbft_ff_score_0124_maxmax_1062533_0606,cache_dat_maxvcc_012424_list
dat_gv_hot_ttrm_0124_vccmin_1333200_0415,cache_dat_full_012424_list,dat_sbft_ff_score_0124_maxmax_1062533_0706,cache_dat_maxvcc_012424_list
dat_gv_hot_ttrm_0124_vccmin_1333200_0520,cache_dat_full_012424_list,dat_sbft_ff_score_0124_maxmax_1172800_0206,cache_dat_maxvcc_012424_list
dat_gv_hot_ttrm_0124_vccmin_1393333_0105,cache_dat_full_012424_list,dat_sbft_ff_score_0124_maxmax_1172800_0404,cache_dat_maxvcc_012424_list
dat_gv_hot_ttrm_0124_vccmin_1393333_0310,cache_dat_full_012424_list,dat_sbft_ff_score_0124_minmin_1062533_0606,cache_dat_minvcc_012424_list
dat_gv_hot_ttrm_0124_vccmin_1423400_0415,cache_dat_full_012424_list,dat_sbft_ff_score_0124_minmin_1062533_0726,cache_dat_minvcc_012424_list
dat_gv_hot_ttrm_0124_vccmin_1443467_0105,cache_dat_full_012424_list,dat_sbft_ff_score_0124_minmin_1172800_0224,cache_dat_minvcc_012424_list
dat_gv_hot_ttrm_0124_vccmin_1503600_0310,cache_dat_full_012424_list,dat_sbft_ff_score_0124_minmin_1172800_0404,cache_dat_minvcc_012424_list
dat_gv_hot_ttrm_0124_vccmin_1583800_0105,cache_dat_full_012424_list,dicc10_sigoff,diccnosigmd_014444_list
dat_minfreq_0124_max,cache_dat_THR_012424_list,dicc1_sigoff,diccnosigmd_014444_list
dat_minfreq_ttrm_0124_max,cache_dat_fmax_012424_list,dicc2_sigoff,diccnosigmd_014444_list
dat_sbft_ff_0124_maxmax_1062533_0606,cache_dat_maxvcc_012424_list,dicc3_sigoff,diccnosigmd_014444_list
dat_sbft_ff_0124_maxmax_1062533_0706,cache_dat_maxvcc_012424_list,dicc4_sigoff,diccnosigmd_014444_list
dat_sbft_ff_0124_maxmax_1172800_0206,cache_dat_maxvcc_012424_list,dicc5_sigoff,diccnosigmd_014444_list
dat_sbft_ff_0124_maxmax_1172800_0404,cache_dat_maxvcc_012424_list,dicc6_sigoff,diccnosigmd_014444_list
dat_sbft_ff_0124_minmin_1062533_0606,cache_dat_minvcc_012424_list,dicc7_sigoff,diccnosigmd_014444_list
dat_sbft_ff_0124_minmin_1062533_0726,cache_dat_minvcc_012424_list,dicc8_sigoff,diccnosigmd_014444_list
dat_sbft_ff_0124_minmin_1172800_0224,cache_dat_minvcc_012424_list,dicc9_sigoff,diccnosigmd_014444_list
dat_sbft_ff_0124_minmin_1172800_0404,cache_dat_minvcc_012424_list,dicc_XXX_014444_avidmax_582533_0736,diccnosigmd_014444_list
dat_sbft_ff_score_0124_maxmax_1062533_0606,cache_dat_maxvcc_012424_list,dicc_XXX_014444_avidmax_582533_0751,diccnosigmd_014444_list
dat_sbft_ff_score_0124_maxmax_1062533_0706,cache_dat_maxvcc_012424_list,dicc_XXX_014444_avidmax_612667_0629,diccnosigmd_014444_list
dat_sbft_ff_score_0124_maxmax_1172800_0206,cache_dat_maxvcc_012424_list,dicc_XXX_014444_avidmax_612667_0641,diccnosigmd_014444_list
dat_sbft_ff_score_0124_maxmax_1172800_0404,cache_dat_maxvcc_012424_list,dicc_XXX_014444_avidmax_642800_0522,diccnosigmd_014444_list
dat_sbft_ff_score_0124_minmin_1062533_0606,cache_dat_minvcc_012424_list,dicc_XXX_014444_avidmax_642800_0525,diccnosigmd_014444_list
dat_sbft_ff_score_0124_minmin_1062533_0726,cache_dat_minvcc_012424_list,dicc_XXX_014444_avidmax_642800_0531,diccnosigmd_014444_list
dat_sbft_ff_score_0124_minmin_1172800_0224,cache_dat_minvcc_012424_list,dicc_XXX_014444_avidmax_642800_0641,diccnosigmd_014444_list
dat_sbft_ff_score_0124_minmin_1172800_0404,cache_dat_minvcc_012424_list,dicc_XXX_014444_avidmax_642800_0751,diccnosigmd_014444_list
dicc10_sigoff,diccnosigmd_014444_list,dicc_XXX_014444_avidmax_683000_0417,diccnosigmd_014444_list
dicc1_sigoff,diccnosigmd_014444_list,dicc_XXX_014444_avidmax_683000_0641,diccnosigmd_014444_list
dicc2_sigoff,diccnosigmd_014444_list,dicc_XXX_014444_avidmax_703067_0415,diccnosigmd_014444_list
dicc3_sigoff,diccnosigmd_014444_list,dicc_XXX_014444_avidmax_703067_0421,diccnosigmd_014444_list
dicc4_sigoff,diccnosigmd_014444_list,dicc_XXX_014444_avidmax_703067_0531,diccnosigmd_014444_list
dicc5_sigoff,diccnosigmd_014444_list,dicc_XXX_014444_avidmax_733200_0308,diccnosigmd_014444_list
dicc6_sigoff,diccnosigmd_014444_list,dicc_XXX_014444_avidmax_733200_0309,diccnosigmd_014444_list
dicc7_sigoff,diccnosigmd_014444_list,dicc_XXX_014444_avidmax_733200_0311,diccnosigmd_014444_list
dicc8_sigoff,diccnosigmd_014444_list,dicc_XXX_014444_avidmax_733200_0421,diccnosigmd_014444_list
dicc9_sigoff,diccnosigmd_014444_list,dicc_XXX_014444_avidmax_733200_0531,diccnosigmd_014444_list
dicc_XXX_014444_avidmax_582533_0736,diccnosigmd_014444_list,dicc_XXX_014444_avidmax_763333_0311,diccnosigmd_014444_list
dicc_XXX_014444_avidmax_582533_0751,diccnosigmd_014444_list,dicc_XXX_014444_avidmax_773400_0101,diccnosigmd_014444_list
dicc_XXX_014444_avidmax_612667_0629,diccnosigmd_014444_list,dicc_XXX_014444_avidmax_773400_0421,diccnosigmd_014444_list
dicc_XXX_014444_avidmax_612667_0641,diccnosigmd_014444_list,dicc_XXX_014444_avidmax_793467_0101,diccnosigmd_014444_list
dicc_XXX_014444_avidmax_642800_0522,diccnosigmd_014444_list,dicc_XXX_014444_avidmax_823600_0311,diccnosigmd_014444_list
dicc_XXX_014444_avidmax_642800_0525,diccnosigmd_014444_list,dicc_XXX_014444_avidmax_863800_0101,diccnosigmd_014444_list
